"doc_id","text","year","university","uni_code","region","uni_type","public","tier","proj985","proj211","2first","super","prov","city","key_uni"
"1439_02","(二)严格意识形态阵地管理认真落实意识形态工作责任制,坚持“第一议题”制度,传达学习习近平总书记重要讲话精神,组织开展6次校党委理论学习中心组专题学习和4次二级理论学习中心组学习。完善思政育人体系,上好“开学第一课”,注重开拓思政“大课堂”,组织师生参加烈士纪念日活动、公安英模报告会、座谈会等,重温公安英烈事迹、感悟公安英烈精神。构建“一季度一研判”机制,每季度召开意识形态与安全稳定形势分析研判会,组织专人开展每日读网审校,组织各类宣传平台排查和意识形态专项巡察,召开2次意识形态专题培训会,按规定报审论坛、讲座、报告会等活动发言人员,未发生意识形态领域问题和重大负面舆情。(三)加大信息公开制度执行力度学校认真贯彻《中华人民共和国政府信息公开条例》《高等学校信息公开办法》《广西壮族自治区教育厅政府信息公开暂行管理办法》等文件要求,正确处理好保守警务工作秘密与依法公开学校信息的关系,落实学校出台的《广西警察学院新媒体中心管理制度》《广西警察学院对外宣传管理办法》《广西警察学院校园网新闻发布管理办法》《广西警察学院二级单位网站、新媒体平台信息发布三级审核实施办法》等制度,出台《涉警涉校舆情防范专项工作方案》,严格执行信息审核责任制,既加大信息公开力度,又防止警务秘密泄露。",2023,"Guangxi Police College","GXPolice","Southern","public",1,2,0,0,0,"Autonomous","Guangxi","Nanning",0
"702_04","（五）资产采购信息公开情况国有资产管理处对学校的吉林省财政专项、中央财政专项以及自筹资金的政府采购项目，涉及仪器设备、图书、药品等物资设备采购和重大基建工程的招投标信息主动向校内和社会进行信息公开，经吉林建筑大学校园网公示通知栏信息公开公示24项。（六）人事信息公开情况人事处在实际工作当中不断坚持公开校内职工关心关切事宜，利用学校官网通知公告、人才招聘及人事处最新动态、公示栏使公开信息及时有效发布，本年度人事处通过以上途径发布公开信息25条，包括职称评聘、人员招聘、人才政策、工伤保险等事宜。-4-（七）教务处信息公开情况2024主动公开信息73条；其中，通过校园网公布各类信息65条，通过微信平台主动公开信息8条。其中，关于教学运行、专业建设、学业等相关内容51条，教学运行包括课表、教学进程计划，重新学习缴费；学生学业情况包括学业预警结果。（八）学生工作处信息公开情况学生工作处通过网站主页发布学校通知公告、学工动态、学院快讯等重大信息。",2024,"Jilin Jianzhu University","JLUArch","Northeastern","public",1,2,0,0,0,"Province","Jilin","Changchun",0
"1593_01","本报告是学习贯彻《高等学校信息公开办法》《教育部关于<高等学校信息公开事项清单>的通知》等文件精神，按照四川省教育厅《关于做好2024年高校信息公开年度报告的工作提示》要求，结合西华大学2022—2023学年信息公开工作开展情况编制完成。报告内容包括信息公开工作概述、主动公开信息情况、依申请公开和不予公开情况、信息公开工作存在的问题及改进措施、因信息公开工作受到的举报情况以及其他需要报告的事项六个部分。报告中所列数据统计期限为2023年9月1日至2024年8月31日。一、信息公开工作概述2023—2024学年，学校坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻党的二十大精神，深刻领悟“两个确立”的决定性意义，增强“四个意识”、坚定“四个自信”、做到“两个维护”，按照党中央、国务院关于政务公开工作的决策部署，认真贯彻落实教育部和省教育厅信息公开工作各项指示，始终坚持“以公开为常态，不公开为例外”的原则，将信息公开作为推进学校治理体系和治理能力建设的重要抓手，强化组织领导，强化制度规范，强化平台建设，积极为师生群众办实事解难题，加大主动公开力度，及时回应社会关切，依法依规答复信息公开申请，不断提高办学治校透明度，信息公开工作取得积极成效。",2024,"Xihua University","XHU","Southwestern","public",1,2,0,0,0,"Province","Sichuan","Chengdu",0
"1578_12","学校领导、各学院的教授、副教授分别前往10个省（市）54所中学开展科普讲座30余场；组织约3000余名在校生组成1351支队伍寒假回高中母校开展招生宣传；2024年新建优质生源基地54所，主动邀请树德中学、宜宾长宁县中学等10余所优质生源基地中学师生进校研学;在四川派出工作人员分别参加成都、绵阳等9个地市级招生咨询；各学院180余名教师前往26个省（市）进行现场志愿填报咨询服务。学校分别通过四川省教育考试院、成都商报、四川省科教频道、昭信教育系列、360教育在线、高考宝等媒体平台进行视频直播为考生及家长解读学校各项招生政策。其中，通过360教育在线网上直播平台，由丁荣军院士领衔、各学院主要负责人进行了学院和专业介绍直播，历时近一个月，累计收看近200万。另外，通过教育部阳光高考平台、中国教育在线、360高招分答、招办邮箱进行招生政策咨询和答疑。除此之外，学校首次开通腾讯企业QQ号，通过QQ线上平台建立了各省（市、区）和各学院的招生咨询群，为有强烈报考我校志愿的考生提供指导。",2024,"Southwest Jiaotong University","SWJiaotong","Southwestern","public",1,1,0,1,1,"Ministry of Education","Sichuan","Chengdu",1
"976_04","(三)招生、财务信息方面公开情况说明1.招生信息方面。按北京市教委及考试院的要求，学院制定了首钢工学院2022年招生章程，经市教委和考试院审查合格后在教育部阳光高考平台和首钢工学院招生网上公布。招生章程包括：招生计划、收费标准、录取规则及招生举报电话等。统一招生中的按省市录取结果及录取通知书EMS快递单号在学校招生信息网上及时公布（网址为http://zb.sgit.edu.cn/Recruitment/）。学院高职自主招生及考试执行北京市教育委员会高等职业教育自主招生工作有关文件精神，其时间安排、综合积分方案、公示、录取结果也在学校网站和学校招生网上及时公布，接受社会的监督和检查。学年内没有发生招生违规事件。",2022,"Shougang Institute of Technology","ShougangTechInst","Northern","public",1,2,0,0,0,"Municipal","Beijing","Beijing",0
"1644_07","包括四川电影电视学院专业技术职称相关资料，国家、地方关于专业技术职称方面的有关文件及《中华人民共和国教师法》等人事师资信息。6.教学质量信息公开。包括四川电影电视学院本科专业设置一览表、新专业申报报表、四川电影电视学院促进毕业生就业政策措施和指导服务综述等重要信息公开。在学校网站发布了学校基本情况、师资队伍、教学条件、专业建设和教学改革、科研成果等信息；在学校网站“教学成果”一栏公布教学改革成果；在就业信息网公布了促进毕业生就业的政策措施和指导服务、创新创业、招聘双选会、就业流向等信息。7.学生管理服务信息公开。包括学生生源地贷款申办流程、大学生城居医保宣传资料、学校学分制学籍管理实施细则、学校学生奖学金评定办法（试行）、学校学生纪律处分—6—办法（试行）、学校国家奖助学金评审管理办法（试行）等服务信息公开。",2024,"Sichuan Film and Television University","SCFilm","Southwestern","private",0,2,0,0,0,"Province Education","Sichuan","Chengdu",0
"1433_03","三、信息公开清单落实情况1.基本信息(1)通过学校官网主页进行基本信息公开,分别介绍学校概况、组织机构、师资队伍、教务教学等情况。(2)《广西财经学院章程(2023年核准稿)》于2023年7月14日经教育厅核准后颁布实施。(3)我校于2023年6月6日召开广西财经学院第六届教职工代表大会第三次会议。大会听取了《深入学习贯彻党的二十大精神加快提升办学能力为早日实现更名大学目标而团结奋斗》的学校工作报告和《广西财经学院2022年预算执行和2023年预算安排情况报告》。(4)我校设有学术委员会,并制定颁布了《广西财经学院学术委员会章程》(桂财院发〔2020〕76号)、《广西财经学院学术委员会议事规程》(桂财院发〔2019〕190号)、《广西财经学院学术活动管理办法(2019年修订)》(桂财院党发〔2019〕43号)》等多项制度。2.招生考试信息(5)我校在全国阳光高考信息平台、学校招生信息网、招生微信公众号、广西区招生考试院印制的出版物《2023年高考指南招生计划篇》及各省市考试院官方出版的当年高考计划和报考指南,公开本年度的招生章程和分批次、分科类招生计划,坚持做到招生工作全程公开。",2023,"Guangxi University of Finance and Economics","GXUFE","Southern","public",1,2,0,0,0,"Autonomous","Guangxi","Nanning",0
"348_17","四、依申请公开情况和不予公开情况2023-2024学年，学校未接到信息公开申请，未发生有关信息公开的收费和费用减免等情况。五、对信息公开的评议情况学校通过书记、校长信箱，依申请公开信箱，校园网“诉求与建议平台”、校领导接待日等形式，收集全校师生及社会公众对相关信息的诉求以及对学校信息公开工作的意见建议。近年来，学校高度重视信息公开工作，整体运行状况良好，各单位的信息公开工作执行情况良好，未出现失误、泄密等情况。学校坚持不断拓展信息公开途径，不断提高信息公开工作的准确性、及时性，保障学校师生员工和公众对学校的知情权，进一步增进了社会公众、师生与学校的互动与沟通，得到了广大师生和社会各界的一致好评。六、因学校信息公开工作受到举报、复议、诉讼的情况本学年未发生因学校信息公开工作受到举报、复议、诉讼的情况。没有因信息公开而出现侵犯公民权益的行为。",2024,"Nanjing University of Finance and Economics","NJFin","Eastern","public",1,1,0,0,0,"Province","Jiangsu","Nanjing",0
"1066_04","2.关系教职工、学生利益和公众关注的重要事项（1）认真落实教育部《关于进一步推进高校招生信息公-4-开工作的通知》，开通了学校招生信息网（http://bkzs.sxtcm.edu.cn/），切实做到高校招生信息“十公开”。主要有学校各学历层次和各类学生招生政策、招生资格及有关考生资格、招生计划、录取信息等学校招生信息。（2）认真落实教育部《关于做好高等学校财务信息公开工作的通知》，开通了财务公开网（http://jcc.sxtcm.edu.cn/）先后出台公布累计26项财务规章制度，规范了工作职责及工作流程，切实做到财务、资产及收费信息公开。（3）其他方面的信息有：学生评奖评优、学费收缴、减免、贷款、勤工助学的政策、办法、结果，以及毕业生就业服务等信息；人才招聘、职称评审办法和结果等有关人事工作信息；学校科研项目申报、科研奖励制度和科研项目结果等科研管理信息；工程有关资金使用制度、评标纪律、招投标管理办法等信息；财务规章制度、年度财务收支情况等财务信息。",2022,"Shanxi University of Traditional Chinese Medicine","ShanxiTCM","Northern","public",1,2,0,0,0,"Province","Shanxi","Taiyuan",0
"389_06","在财务信息门户设置了部门、项目经费查询系统，对-5-预算执行情况进行公开。通过信息公开、民主监督，提高了预算工作透明度，加强了预算执行的控制和经费使用监督。三是部门预决算公开，年度部门预决算报告通过计划财务处网站主动向社会公开，通过教代会财务报告、学校年鉴等途径，对财务决算情况和财务预算方案做进一步公开，充分保障了教职工知情权、参与权和监督权。四是部分校内财务规章制度在校园网公开，教育收费项目及标准向全校公开，办事流程在全校公开。2.“三公”经费信息。学校严格执行《进一步规范和完善“三公”活动及经费管理的暂行办法》《干部因私出国（境）管理暂行规定》《关于严格贯彻落实公务用车有关管理规定的通知》等文件的有关规定，进一步明确接待标准，规范公务接待审批程序。",2023,"Nanchang Hangkong University","NCAero","Eastern","public",1,1,0,0,0,"Province","Jiangxi","Nanchang",0
"50_20","此外，学校向师生提供生活信息指南，包括学生住宿管理制度及服务信息；总务处设立伙食管理委员会，及时向师生提供食堂饭菜质量、价格及食品卫生安全管理信息等，还就校内车辆管理以及自然灾害、校内传染病传播等突发事件的应急处理预案和处置情况等事项，予以主动公开。三、学校信息依申请公开和不予公开情况学校尚未收到师生要求公开信息的申请，但对一些师生提出的意见，通过公开回复，得到理解和支持。在学校官方微博、微信上，凡学生遇到问题可直接反映，由校领导牵头，对问题进行核实，第一时间进行回应并回复解决情况或处理结果。对不予公开的信息，学校严格执行规定，以“不得危及国家安全、公共安全、经济安全、社会稳定和学校安全稳定”为原则，严格审核把关公开事项。四、对学校信息公开的评议情况学校通过各种渠道向社会公众和全校师生员工公开信息，同时通过顺畅的信息反馈途径收集相关诉求，保障了学校师生员工和社会公众对学校的知情权。学校的信息公开工作得到了师生员工和社会各界的好评。",2023,"Zhengzhou University of Industrial Technology","ZhengzhouIndus","Central","private",0,2,0,0,0,"Province Education","Henan","Zhengzhou",0
"1330_14","办公地址：广州市新港西路135号中山大学中山楼509办公室联系",2022,"Sun Yat-sen University","SYSU","Southern","public",1,1,1,1,1,"Ministry of Education","Guangdong","Guangzhou",1
"1433_05","广西区内录取第一次投档最低分:本科提前批艺术类综合分,文史类+艺术531分,理工类+艺术495分;本科第二批普通类文史类454分、理工类347分;本科第二批中外合作项目文史类461分、理工类384分;本科第二批精准专项文史类457分,理工类364分;本科第二批本科民族班文史类481分,理工类427分;本科第二批预科A类文史类468分,理工类381分;本科第二批预科B类文史类441分,理工类383分。2023年普通专升本招生共录取2229人,其中应届毕业生普通专升本2199人,退役大学生士兵普通专升本30人。普通专升本招生方式分为应届毕业生选拔和退役大学生士兵招生两种。应届毕业生选拔由高职院校组织开展并公示。退役大学生士兵招生由学校自行组织开展,招生简章、录取等信息在学校官网发布。(8)学校纪委办公室对招生工作全程监督,在学校招生网站公布举报电话(0771-4928493),接受社会各界监督及开通学生申诉渠道;坚持网上咨询、QQ互动、电话咨询、现场咨询,随时回答考生的问题;我校2023年在招生工作中没有违规事件发生。",2023,"Guangxi University of Finance and Economics","GXUFE","Southern","public",1,2,0,0,0,"Autonomous","Guangxi","Nanning",0
"909_19","四、对信息公开的评议情况和工作遭举报情况学校在《信息公开指南》向社会公众发布监督举报电话、电子邮箱，自觉接受社会监督与投诉，保障举报投诉渠道畅通。广大师生员工和社会对学校信息公开的关注度逐年提高，对学校信息公开工作给予了较好支持和评价。2023-2024学年，学校没有因信息公开工作遭到举报的情况，没有因信息公开申请行政复议和提起行政诉讼的情况。五、信息公开工作的不足和下一步工作举措2023-2024学年，学校信息公开工作严格按照有关安排和要求扎实开展，但仍有持续改进空间，存在信息公开协同机制不够完善、信息公开工作队伍水平不够均衡、信息公开工作调研力度不够大等不足，下一步学校将从以下几个方面持续加强和改进信息公开工作：（一）完善信息公开协同机制。加强信息公开工作的统筹协调，优化信息发布机制、工作联动机制等，引导各单位、部门进一步加强配合联动，协同推动信息公开更加真实、准确、立体地体现学校发展成果。",2024,"Central University of Finance and Economics","CUFE","Northern","public",1,1,0,1,1,"Ministry of Education","Beijing","Beijing",1
"1440_01","广西警察学院2023—2024学年度信息公开报告来源：广西警察学院党政办发布时间：2024-11-2216:42:01浏览次数：833次【字体：小大】2023—2024学年，我校认真学习贯彻习近平新时代中国特色社会主义思想，按照党中央、国务院关于政务公开工作的决策部署和教育部关于推进教育公开的总体安排，在自治区公安厅的正确领导和自治区教育厅的精心指导下，扎实开展高校信息公开工作，着力提高教育工作透明度。根据《自治区教育厅办公室转发教育部办公厅关于做好2024年高校信息公开年度报告工作的通知》（桂教办〔2024〕1569号）要求，现将我校2023—2024学年度（2023年9月1日—2024年8月31日）信息公开有关情况报告如下：一、概述（一）加强信息公开的组织领导我校高度重视信息公开工作，《广西警察学院内设机构设置方案》明确学校党委办公室、校长办公室为信息公开工作的牵头单位，构建了学校统一领导、党政办牵头抓总、各部门各负其责、广大师生积极参与的信息公开工作格局。及时关注广大师生思想动态，回应师生员工和社会各界的知情诉求，常态化检查各二层单位落实信息公开制度有关情况，按照“以公开为常态、不公开为例外”的原则加大信息公开力度，保障广大师生知情权、参与权、监督权。（二）严格意识形态阵地管理认真落实意识形态工作责任制，举办宣传员培训班2期，坚持正确舆论导向，坚持团结稳定鼓劲、正面宣传为主，加强校院两级官网、微信公众号、抖音公众号、微博、信息公开栏等阵地管理，利用“人民审校”系统助力新媒体内容审核，常态化开展值班读网，杜绝信息编校重大错误。",2024,"Guangxi Police College","GXPolice","Southern","public",1,2,0,0,0,"Autonomous","Guangxi","Nanning",0
"961_09","具体公开情况如下：一是校外公开。如：通过信息公开网向全社会发布《中国矿业大学（北京）2022年度部门预算》和《中国矿业大学（北京）2021年度部门决算》，对学校基本情况和收支预算情况、学校基本情况、部门决算单位构成、收支决算情况、收支科目分类等内容进行详细说明；公示教育收费项目、收费标准、收费依据（批准收费的机关及文号）等信息，主动接受社会、学生及家长的监督；公示中国矿业大学（北京）财务管理制度。二是校内公开。如：通过学校教代会、新教工上岗培训等多种形式向学校教职工报告本年度主要财务数据、财务管理制度改革等内容；学校严格执行教育收费公示制度，通过学校信息公开网页、学校宣传栏、财务处网页、财务处微信公众号、公告栏和新生录取通知书等多种方式对收费项目、收费标准、收费依据等内容进行公示，并及时对相关公示内容进行更新，提高教育收费的透明度；通过财务处网上综合服务平台为学校教职工提供实时网报、账务和相关统计报表查询功能；通过财务处网页等多种方式发布财务管理制度，解答各类财务有关问题，及时回复广大师生提出的意见和建议；通过财务处微信公众号智能客服实时解答各类财务问题。",2022,"China University of Mining and Technology, Beijing","CUMTBJ","Northern","public",1,1,0,1,1,"Ministry of Education","Beijing","Beijing",1
"105_11","截至目前，立行立改问题已全部完成，各项整改任务有序推进，巡视整改工作取得阶段性成效。详见：http://xxb.ccnu.edu.cn/xxgk/xxgkml/qt.htm三、依申请公开和不予公开情况本年度，社会公众和师生员工对个人所关心的学校信息，主要通过电话、电邮、信函、来访等方式进行了解，学校及各部门、各单位均按照规定，以相应形式进行了答复或回复。2023—2024学年度，截止8月31日，学校收到4例以邮件方式向学校正式申请公开相关信息的情况，已按照信息公开的相关规定及时进行了回复。四、对信息公开的评议情况2023-2024学年，我校借助情况通报会和信息服务网络等形式，对干部任免、职称评聘等师生员工关心的工作，通过严格的信息公开程序及时公开，让广大师生员工了解相关政策和工作进展。针对人员招聘、招生就业、工程招标等社会公众关注的问题，学校借助学校主页以及各二级单位网站进行信息公开，接受社会监督。",2024,"Central China Normal University","CenNormal","Central","public",1,1,0,1,1,"Ministry of Education","Hubei","Wuhan",1
"895_13","《北京外国语大学2022年度部门预算》已通过学校信息公开网发布。3.2021年决算公开。根据教育部《关于做好2021年度决算公开工作的通知》（教财司函〔2022〕123号）相关工作要求，在教育部批复部门决算后，学校认真履行公开的责任和义务，保证决算公开的真实性、准确性、完整性和及时性，公开内容包括：收支决算总表、收入决算表、支出决算表、财政拨款支出决算表、决算报表说明及相关名词解释等。《北京外国语大学2021年度部门决算》已通过学校信息公开网发布。4.2022年教育收费公开。根据教育部等五部门印发的《关于进一步加强和规范教育收费管理的意见》相关工作要求，学校积极完成教育收费公开工作，公开内容包括：学费、住宿费、考试报名费、培训费、服务性收费和代收费，《北京外国语大学2022-2023学年教育收费公示》已通过学校信息公开网发布。",2022,"Beijing Foreign Studies University","BFSU","Northern","public",1,1,0,1,1,"Ministry of Education","Beijing","Beijing",1
"907_12","2024年3月对教职工首次发放住房补贴情况进行公示，公示地点为办公楼一层、主教一层、图配楼一层。2023年11月对教职工首次发放采暖补贴情况进行公示，公示地点为办公楼一层、主教一层、图配楼一层。3.组织人事有关信息（1）人事招聘方面根据人社部、教育部关于公开招聘的有关规定及学校有关高层次人才引进、优秀海外留学人才引进、应届毕业生接收的要求，学校严格按照岗位设置的类别和聘用程序，对于相关人事变动公开、公平、公正进行，招聘信息发布、招聘实施过程通报、招聘结果公示等均在校园网上予以公布。2024年度招聘公告在校园网公告、人事处招聘信息专栏发布，部分学院还通过北美AEA经济学年会网站等发布招聘公告（广告），利用多种渠道广泛招揽优秀人才。在招聘实施过程中，对面试等环节均在指定时间内在校园网主页上予以公示公告。严格招聘结果公示制度，对招聘岗位情况以及拟聘人员基本情况在校园网主页予以公示。",2022,"Central University of Finance and Economics","CUFE","Northern","public",1,1,0,1,1,"Ministry of Education","Beijing","Beijing",1
"1615_09","7.教学质量信息（1）专业、课程信息。通过学校网站主页发布2022年新增申报专业信息1条；通过发放各专业人才培养方案的形式公布学校各专业培养目标、毕业要求、学制及授予学位情况、核心课程、课程模块、教学计划进程等信息。（2）本科教学质量报告。在学校网站信息公开专栏向社会公开发布《四川旅游学院2020-2021学年本科教学质量报告》，公布学校专业设置情况、开设课程总门数、实践教学学分占总学分比例、选修课学分占总学分比例、本科生占全日制在校生总数的比例和主讲本科课程的教授占教授总数的比例、教授授本科课程占课程总门次数的比例情况。（3）教学管理制度。通过OA系统、发放学业指导书等形式，向师生公布学校学籍管理办法、学士学位授予工作细则等教学管理制度文件。",2022,"Sichuan Tourism University","SCTour","Southwestern","public",1,2,0,0,0,"Province","Sichuan","Chengdu",0
"923_04","发布院领导会见外交部官员、地方外办官员、外国政府官员、外国驻华大使情况、非学历教育培训团组信息以及国际化人才培训班信息。锚定国家战略需求，促进互联互通，更好地服务外交外事人才培养和在职人员外事培训。二、主动公开情况（一）学院公开各类信息的形式1、学院门户网站、信息公开网、办公系统、微信公众号、企业号，各职能处室和系、部、所网站等网络形式；2、学报、研究报告、年鉴、简讯、文件、学生手册、统计报表等纸质材料；3、电子屏幕、宣传橱窗、公告栏、院长信箱、纪检监督信箱等；4、党委会、院长办公会、教职工代表大会、座谈会及宣讲会等形式。（二）主动公开信息情况2022年9月1日至2023年8月31日，学院主动公开各类信息1522条，其中，基本信息116条，招生考试信息76条，财务、资产及收费信息85条，人事师资信息34条，教学质量信息942条，学生管理服务信息41条，学风建设信息52条，学位、学科信息3条，对外交流与合作信息4条，其他信息6条。",2023,"China Foreign Affairs University","CFAU","Northern","public",1,1,0,0,0,"MFA","Beijing","Beijing",0
"951_03","聚焦会议决策、招生、财务招标、教学科研等重点领域的信息公开。校长办公会、党委常委会结束后第一时间公布审议议题，让师生员工对学校重大决策事项掌握“一手信息”。及时更新招生动态，公开招生章程、考核办法等，让招生工作在阳光下进行。按教育部时间节点公开年度预算、决算，及时公开基建服务招投标，增强财务领域信息透明度，接受社会监督。二是结合时政热点发布信息。围绕学习贯彻党的二十届三中全会精神、党纪学习教育等重要活动和关键时间节点，建设专题网站、设置专栏等，营造浓厚的学习氛围。",2024,"China University of Political Science and Law","ChinaUnivPolLaw","Northern","public",1,1,0,1,1,"Ministry of Education","Beijing","Beijing",1
"741_57","1.以立德树人为根本，全面推动“三全育人”工作，深化养成教育遵循高等教育规律和学生身心发展规律，落实立德树人根本任务，坚持将思想政治教育、职业道德和工匠精神培育融入教育教学全过程，实现全员育人、全程育人、全方位育人。为落实立德树人根本任务，培养德、智、体、美、劳全面发展的社会主义建设者和接班人，学校持续贯彻落实“素质培根、思想铸魂、专业启智、文化润心”为理念的特色育人体系，围绕“强化素质养成，培育大学生的人生之根”“加强思想引领，铸造大学生的信念之魂”“优化专业教育，启迪大学生的聪明才智”和“实施文化战略，滋润大学生的美好心灵”四个方面，在教育教学中培根铸魂、启智润心，真正将“五育”并举落实、落细、落深，做到全面发展和融入。2.以人才需求为导向，对接区域经济建设与社会发展，明确专业培养目标所有专业均要在各专业教学指导委员会的指导下，主动对接国家、吉林省经济建设与社会发展需求，找到与产业需求、岗位需求相对接的关联点，充分理解和把握“四新”建设、“六卓越一拔尖计划”等背景下主动服务吉林省“四大集群”培育、“六新产业”发展、“四新设施”建设等经济社会和行业发展对专业人才所需的知识、能力、素质等方面的新要求，着力推进传统专业的内涵改造或转型，找准服务面向和专业特色，提高培养方案与经济社会及学生发展需求的契合度。3.以学生发展为中心，遵循OBE教育理念，明确专业毕业要求全面贯彻以学生为中心，以学生学习成果为导向的教育理念，以改进和优化学生的学习状态和学习效果为落脚点，各专业要深化课程教学方法改革，大力实施任务驱动式、学生参与式等形式多样的教学方法，打造线上金课、线下金课和线上线下混合金课，有效调动学生学习的内在动力，切实提高教学效果和培养质量。",2024,"Changchun Guanghua University","ChangchunGuanghuaU","Northeastern","private",0,2,0,0,0,"Province Education","Jilin","Changchun",0
"556_06","本年度，通过信息公开网进行干部任免信息公开20余份，通过校园招聘网、上海发布、上海市人力资源和社会保障局、教育在线、信息公开网等多家官方媒体平台面向社会发布教师招聘岗位378个，并通过网站、微信公众号等多渠道不定期的宣传上海大学招聘流程及招聘岗位信息。公开涉及2021-2022年度高级专业技术职务聘任20余次。4.物资采购招投标和建设工程招投标信息公开本年度，我校持续优化梳理了采购流程，按照《政府采购信息公告管理办法》，学校政府采购招标项目在法定媒介发布招标和中标信息，并同时在学校信息公开网发布，本年度共发布近5606余项招标项目信息，其中工程项目130余项公开，货物类项目350项公开，服务类项目80项公开。学校的基建修缮、仪器设备、图书及药品采购招投标均在学校各部门网站公开，并链接至信息公开网相应栏目同步公开，接受社会监督。5.群众关心热点公开2021-2022年度，后勤保障部公开便民服务信息20余条，主要包括食品安全、校园安全、公寓管理等方面的新制定（修订）制度，疫情期间进校、食堂开伙调整、班车运行调整、停水停电等方面的通知以及各类学习、服务实事项目等。",2022,"Shanghai University","SHU","Eastern","public",1,1,0,1,1,"Municipal","Shanghai","Shanghai",1
"981_16","二是完善配套措施。进一步梳理优化工作流程，健全完善信息公开的信息审查机制、工作联动机制和监督检查机制，加强信息公开全过程管理。三是加强信息公开队伍建设。持续开展信息公开业务培训，深入学习信息公开各项规定制度和文件要求，提升学校信息公开工作水平。八、其他需要报告的事项无。中国劳动关系学院2024年10月30日",2024,"China Institute of Labor Relations","ChinaLaborRelationsU","Northern","public",1,2,0,0,0,"Trade Union","Beijing","Beijing",0
"1188_08","4.制度文件。包括学校章程、学校相关制度和文件等。5.决策部署。包括《兰州石化职业技术大学“十四五”发展规划》、年度工作要点、重大改革举措、重大建设项目等。6.学生工作。包括学校招生、学生管理、学生奖助学金、学生就业等。",2024,"Lanzhou Petrochemical Polytechnic University","LanzhouPetroPolyU","Northwestern","public",1,2,0,0,0,"Province","Gansu","Lanzhou",0
"1423_24","明确了自然灾害等突发事件的应急预警和处置情况，对于涉及学校的重大事件的调查和处理情况，及时报告上级主管部门并按要求向社会公布。在整改落实工作中，学校坚持开门搞整改，向全校各单位、部门的征求意见和建议基础上，制定整改方案并向全校公布，整改成果以公文形式上报，在一定范围内通报。三、依申请公开和不予公开信息情况2021-2022学年，学校严格按照教育部和自治区教育厅有关规定及要求公开信息，坚持以主动公开为主，依申请公开为辅。学校信息公开网设有“信息公开申请”专栏，公开申请信息公开的范围、申请程序、受理机构和处理时限。本学年中未收到依申请公开信息的申请，无依申请公开和不予公开情况。四、学校师生对信息公开的评议情况学校师生员工和社会公众对学校信息公开工作关注度较高，评价较好，对学校信息公开的途径、范围、内容等表示满意，对信息公开工作给予充分肯定和支持。",2022,"Guangxi Medical University","GXMU","Southern","public",1,1,0,0,0,"Autonomous","Guangxi","Nanning",0
"1587_01","根据教育部《高等学校信息公开办法》（教育部令第29号）、四川省人民政府、四川省教育厅的相关要求，学校将信息公开作为提高学校工作透明度、推动学校科学发展、保障社会公众知情权和监督权的重要抓手，创新信息公开载体和形式，不断推进信息公开工作的深入开展。按照《教育部办公厅关于做好2024年高校信息公开年度报告工作的通知》（教办厅函〔2024〕52号）要求，现将2024年学校信息公开工作报告如下：一、本学年信息公开工作概述2024年度，成都理工大学坚持以习近平新时代中国特色社会主义思想为指导，认真贯彻落实全国教育大会精神，把信息公开作为促进依法治校的重要抓手，按照党中央、国务院关于政务公开工作的决策部署和教育部推进信息公开工作的总体安排，不断深化思想认识、压实主体责任、创新方式方法，提升信息公开工作质效。遵循“依法、公平、公正、准确、便民”的原则，严格按照《成都理工大学信息公开事项清单》要求，综合利用学校信息公开栏等校内外媒体，以及年鉴、会议纪要、培训会等方式，及时公开信息，主动接受监督，并通过书记信箱、校长信箱、信息公开邮箱等，听取意见建议，进一步优化信息公开机制，拓宽信息公开渠道，提升信息公开的时效性和准确性，有效保障师生及社会公众的知情权、参与权和监督权。（一）进一步强化组织建设学校领导高度重视信息公开工作，加强组织领导和优化信息公开领导小组的职能。",2024,"Chengdu University of Technology","CDTech","Southwestern","public",1,1,0,0,1,"Province","Sichuan","Chengdu",1
"293_05","（三）严守纪律，做好信息公开保密审查学校在认真贯彻执行信息公开有关法律法规和文件精神的同时，还认真贯彻执行《中华人民共和国保守国家秘密法》、《教育部政府信息公开保密审查规范（试行）》、《教育部国家保密局关于加强高等学院保密工作的通知》等法律法规和文件精神的要求，妥善处理公开与保密的关系，既做到防止不断扩大保密范围损害公民的知情权，又重视防止失泄密事件的发生。二、学校信息主动公开情况（一）主动公开信息数量及情况说明：2022-2023学年度，学校利用网站、宣传栏、微信平台、抖音平台、校长信箱等多种渠道，做好信息主动公开工作。2023年度主动公开信息数共计1502条。在主动公开的信息中，机构职能类信息97条，政策、规范性文件类信息58条，招生就业类信息407条，科教文体类信息872条，安全、应急管理类信息68条。2022-2023学年度学校信息公开工作没有申请公开信息办理情况、未收取任何费用，没有引起举报、投诉、行政复议或行政诉讼。",2023,"Fuzhou Technology and Business University","FZBus","Eastern","private",0,2,0,0,0,"Province Education","Fujian","Fuzhou",0
